strain	date	date_submitted	clade_membership	region	host	country	recency	lineage	author	accession	dinuc_context_fraction	GA_CT_fraction
MPXV/Human/USA/CA-LACPHL-MA00319/2022	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890576	1.00	1.00
MPXV/Human/USA/CA-LACPHL-MA00308/2022	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	Hemarajata,P., Green,N.M., Garrigues,J.M.	OP890565		
CUN_INS_MPX_0951_C	2022-10-14	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1.6	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819947	1.00	1.00
ANT-LDSP-ANT-MPX-24910-O	2022-09-09	2022-10-17	IIb	South America	Homo sapiens	Colombia	Older	B.1.6	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP642385		
LIM-INS-013	2022-07-08	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320553		
LIM-INS-001	2022-06-25	2022-08-24	IIb	South America	Homo sapiens	Peru	Older	B.1.6	Silva,I., Jimenez,V., Hurtado,V., Barcena,L.	OP289782		
LIM-INS-016	2022-07-09	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320554	1.00	0.50
LIM-INS-010	2022-07-02	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320549		
DC_INS_MPX_0984_L	2022-09-20	2022-11-16	IIb	South America	Homo sapiens	Colombia	Older	B.1.6	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP837476		
LIM-INS-012	2022-07-06	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320552	1.00	1.00
LIM-INS-015	2022-07-09	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320550		
LIM-INS-018	2022-07-09	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320551		
LIM-INS008	2022-07-01	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320548		
LIM-INS-021	2022-07-09	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	OP320555		
LIM-INS-003	2022-06-27	2022-08-24	IIb	South America	Homo sapiens	Peru	Older	B.1.6	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Mestanza,O., Lope,P., Nunez,A.	OP289783		
ANT-LDSP-ANT-MPX-24947E	2022-09-12	2022-10-17	IIb	South America		Colombia	Older	B.1.6	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP642401		
ANT-LDSP-ANT-MPX-25258C	2022-09-13	2022-10-17	IIb	South America		Colombia	Older	B.1.6	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP642404		
MPXV_USA_2022_CO0003	2022-06-27	2022-08-10	IIb	North America	Homo sapiens	USA	Older	B.1.4	Gigante,C.M., Steidley,B., Seabolt,M.H., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Davizon,E.S., Li,Y.	OP185714	0.50	0.67
MPXV/Human/USA/CA-LACPHL-MA00343/2022	2022-11-10	2022-11-30	IIb	North America	Homo sapiens	USA	One month ago	B.1.4	Hemarajata,P., Green,N.M., Garrigues,J.	OP920681	0.50	1.00
MpxV/human/USA/WA-UW-092113/2022	2022-09-18	2022-10-19	IIb	North America	Homo sapiens	USA	Older	B.1.4	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	OP681777	1.00	0.50
MpxV/human/CAN/UN-NML-3253/2022	2022-05-30	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	ON880532		
MpxV/human/CAN/UN-NML-2833/2022	2022-05-13	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	ON880519		
MpxV/human/CAN/UN-NML-4119/2022	2022-07-04	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279049		
MpxV/human/CAN/UN-NML-4142/2022	2022-07-02	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279044		
MpxV/human/CAN/UN-NML-4122/2022	2022-07-03	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279040	1.00	1.00
MpxV/human/CAN/UN-NML-4152/2022	2022-07-04	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279047		
MpxV/human/CAN/UN-NML-3214/2022	2022-05-30	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	ON880511		
MpxV/human/CAN/UN-NML-4094/2022	2022-07-06	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279033	1.00	1.00
MpxV/human/CAN/UN-NML-3558/2022	2022-06-09	2022-07-14	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R.	ON983164	1.00	1.00
MpxV/human/CAN/UN-NML-3412/2022	2022-06-04	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	ON880514		
MpxV/human/CAN/UN-NML-3407/2022	2022-06-04	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	ON880513		
hMpxV/UK/LMO-010a/2022	2022-06-21	2022-09-08	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.4	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	OP390189	1.00	1.00
MpxV/human/CAN/UN-NML-4103/2022	2022-07-04	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279035		
MpxV/human/CAN/UN-NML-4144/2022	2022-07-04	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279045	1.00	1.00
MpxV/human/CAN/UN-NML-3467/2022	2022-06-02	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	ON880515		
MpxV/human/CAN/UN-NML-4097/2022	2022-07-04	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	OP279034	1.00	1.00
MpxV/human/CAN/UN-NML-3193/2022	2022-05-31	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1.4	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	ON880510		
MPXV/Germany/2022/RKI236	2022-08-01	2022-08-17	IIb	Europe	Homo sapiens	Germany	Older	B.1	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP215260	1.00	1.00
MPXV_USA_2022_TX0019	2022-06-01	2022-09-16	IIb	North America	Homo sapiens	USA	Older	B.1.10	Gigante,C.M., Kubin,G., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., White,S.L., Li,Y.	OP450985		
MpxV/Spain/MD-HGUGM-6513479/2022	2022-05-27	2022-06-09	IIb	Europe	Homo sapiens	Spain	Older	B.1.10	Buenestado-Serrano,S., Palomino-Cabrera,R., Penas-Utrilla,D., Rodriguez-Grande,J., Sola Campoy,P., Perez-Lago,L., Rodriguez-Grande,C., Herranz Martin,M., Suarez,J., Catalan,P., Munoz,P., Garcia de Viedma,D.	ON720848		1.00
B969965re	2022-07-18	2022-09-26	IIb	North America	Homo sapiens	USA	Older	B.1.10	Bajwa,M.I., Miller,H.	OP531895	1.00	1.00
hMPXV-IHU00012	2022-07-19	2022-09-07	IIb	Europe	Homo sapiens	France	Older	B.1.10	Colson,P.	OP382489	1.00	1.00
MPXV/Germany/2022/ON/RKI511	2022-10-01	2022-10-20	IIb	Europe	Homo sapiens	Germany	Older	B.1.10	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP689664	0.50	1.00
INS-MPXV-0015-L1	2022-07-21	2022-08-25	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A.C., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M.	OP295382		
ANT-LDSP-ANT-MPX-23651-L	2022-08-30	2022-09-19	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP459216		
ANT-LDSP-ANT-MPX-23551-O	2022-08-29	2022-09-19	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP459209		
ANT-LDSP-ANT-MPX-25458E	2022-09-14	2022-10-17	IIb	South America		Colombia	Older	B.1.10	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP642418	1.00	1.00
ANT-LDSP-ANT-MPX-26237E	2022-09-26	2022-11-23	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP881930		
ANT-LDSP-ANT-MPX-22769-L	2022-08-17	2022-09-14	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP431401		
ANT-LDSP-ANT-MPX-26261O	2022-09-26	2022-11-23	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP881936	1.00	1.00
ANT-LDSP-ANT-MPX-24915-L	2022-09-09	2022-10-17	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP642388		
ANT_INS_MPX_0024_L	2022-08-07	2022-10-21	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M.	OP693650	1.00	1.00
ANT-LDSP-ANT-MPX-22815-L	2022-08-18	2022-09-20	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP477444		
ANT-LDSP-ANT-MPX-23266	2022-08-23	2022-09-20	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP477457		
ANT-LDSP-ANT-MPX-22607-L	2022-08-16	2022-09-14	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP431397		
SUC-UNIMOL-MPX-293401-L	2022-11-10	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1.10	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	OP959057	1.00	1.00
QUI_INS_MPX_0967_L	2022-10-15	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	OP819958		
ANT-LDSP-ANT-MPX-23062-L	2022-08-22	2022-09-20	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP477447		
ANT-LDSP-ANT-MPX-24717-L	2022-09-08	2022-10-17	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP642373		
ANT-LDSP-ANT-MPX-24713-L	2022-09-08	2022-10-17	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	OP642379		
MPXV/Germany/2022/RKI049	2022-06-24	2022-06-14	IIb	Europe	Homo sapiens	Germany	Older	B.1.7	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON755255	1.00	1.00
MPXV_UK_2022_9000064	2022-06-06	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205070		
MPX_bSkpM3_9000334	2022-08-28	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415272	0.33	0.75
MPXV/Germany/2022/ON/RKI458	2022-09-06	2022-10-12	IIb	Europe	Homo sapiens	Germany	Older	B.1.7	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP615340	1.00	1.00
MPXV_USA_2022_IL0044	2022-06-01	2022-08-26	IIb	North America	Homo sapiens	USA	Older	B.1.7	Gigante,C.M., Ghinai,I., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Kerins,J., Li,Y.	OP303790		
MPX_Yob5K4_9000202	2022-07-14	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415183	1.00	1.00
NJ-MPXV-024	2022-07-08	2022-11-22	IIb	North America	Homo sapiens	USA	Older	B.1.7	Palmateer,N.C.	OP879742		
MPXV_USA_2022_NY0029	2022-07-08	2022-10-20	IIb	North America	Homo sapiens	USA	Older	B.1.7	Gigante,C.M., Ruiz,V., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Morrison,S.S., Seabolt,M.H., Weigand,M.R., Knipe,K., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Wang,J., Li,Y.	OP687939		
MPXV/Germany/2022/RKI537	2022-06-30	2022-10-25	IIb	Europe	Homo sapiens	Germany	Older	B.1.7	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	OP715817	1.00	1.00
MPXV_UK_2022_9000065	2022-06-06	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205071		
MPXV/Germany/2022/RKI165	2022-07-01	2022-07-11	IIb	Europe	Homo sapiens	Germany	Older	B.1.7	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON959153	1.00	1.00
PrEV_case_2	2022-10-02	2022-10-27	IIb	Europe	Homo sapiens	Belgium	Older	B.1.7	Berens-Riha,N., De Block,T., Rutgers,J., Van Gestel,L., Hens,M., Kenyon,C., Soentjens,P., Van Griensven,J., Brosius,I., Arien,K., Van Esbroeck,M., Rezende,A.M., Vercauteren,K.	OP727822	1.00	0.86
Monkeypox/PT0380/2022	2022-07-13	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.7	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555476	1.00	1.00
MPXV_USA_2022_MD0006	2022-08-02	2022-11-23	IIb	North America	Homo sapiens	USA	Older	B.1.7	Gigante,C., Myers,R., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Blythe,D., Li,Y.	OP881948	1.00	1.00
MPXV/Human/USA/UT-UPHL-82200236/2022	2022-08-05	2022-10-31	IIb	North America	Homo sapiens	USA	Older	B.1.7	Iverson,T., Oakeson,K.F., Young,E.L., Wagner,J., Hergert,J.	OP743366		1.00
MPXV_UK_2022_9000131	2022-07-05	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205098	1.00	1.00
PatientMPXV	2022-06-10	2022-08-23	IIb	Europe	Homo sapiens	France	Older	B.1.7	Seang,S., Burrel,S., Todesco,E., Leducq,V., Monsel,G., Le Pluart,D., Cordevant,C., Pourcher,V., Palich,R., Charpentier,C.	OP204840	1.00	1.00
Monkeypox/PT0216/2022	2022-06-24	2022-08-29	IIb	Europe	Homo sapiens	Portugal	Older	B.1.7	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP324526	1.00	1.00
Monkeypox/PT0179/2022	2022-06-30	2022-08-29	IIb	Europe	Homo sapiens	Portugal	Older	B.1.7	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP324494	1.00	1.00
MPXV_UK_2022_9000093	2022-05-30	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP205084	1.00	1.00
MPX_K1dQNt_9000223	2022-07-01	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415199		1.00
MPX_dlHLXa_9000261	2022-08-01	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415230	1.00	1.00
MPX_2v76E1_9000222	2022-07-25	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	OP415198	1.00	1.00
Monkeypox/PT0392/2022	2022-07-13	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.1	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	OP555488	1.00	1.00
hMPXV-IHU00002	2022-07-01	2022-09-07	IIb	Europe	Homo sapiens	France	Older	B.1.1	Colson,P.	OP382479		
hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022	2022-06-02	2022-06-17	IIb	Europe	Homo sapiens	Switzerland	Older	B.1.1	Kufner,V., Ziltener,G., Zaheri,M., Schmutz,S., Audige,A., Bernasconi,O., Steiner,K., Huder,J., Shah,C., Capaul,R., Bloemberg,G., Boeni,J., Huber,M., Trkola,A.	ON792321		
MPXV/Germany/2022/RKI032	2022-06-01	2022-06-14	IIb	Europe	Homo sapiens	Germany	Older	B.1.1	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	ON755238		
