strain	accession	date	date_submitted	clade_membership	region	host	country	recency	lineage	author	dinuc_context_fraction	GA_CT_fraction
MPXV/Human/USA/CA-LACPHL-MA00326/2022	OP890554	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	"Hemarajata,P., Green,N.M., Garrigues,J.M."	1.00	1.00
Monkeypox virus/Human/USA/CA-LACPHL-MA00259/2022	OP748945	2022-10-13	2022-11-01	IIb	North America	Homo sapiens	USA	Older	B.1	"Hemarajata,P., Green,N.M., Garrigues,J.M."	1.00	1.00
MPXV/Human/USA/CA-LACPHL-MA00327/2022	OP890555	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	"Hemarajata,P., Green,N.M., Garrigues,J.M."		
MPXV/Human/USA/CA-LACPHL-MA00318/2022	OP890575	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	"Hemarajata,P., Green,N.M., Garrigues,J.M."		
MPXV/Human/USA/CA-LACPHL-MA00332/2022	OP890560	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	"Hemarajata,P., Green,N.M., Garrigues,J.M."		
MPXV/Human/USA/CA-LACPHL-MA00319/2022	OP890576	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	"Hemarajata,P., Green,N.M., Garrigues,J.M."	1.00	1.00
MPXV/Human/USA/CA-LACPHL-MA00308/2022	OP890565	2022-11-09	2022-11-24	IIb	North America	Homo sapiens	USA	Older	B.1	"Hemarajata,P., Green,N.M., Garrigues,J.M."		
CUN_INS_MPX_0951_C	OP819947	2022-10-14	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1.6	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."	1.00	1.00
ANT-LDSP-ANT-MPX-24910-O	OP642385	2022-09-09	2022-10-17	IIb	South America	Homo sapiens	Colombia	Older	B.1.6	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		
LIM-INS-013	OP320553	2022-07-08	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."		
LIM-INS-001	OP289782	2022-06-25	2022-08-24	IIb	South America	Homo sapiens	Peru	Older	B.1.6	"Silva,I., Jimenez,V., Hurtado,V., Barcena,L."		
LIM-INS-016	OP320554	2022-07-09	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."	1.00	0.50
LIM-INS-010	OP320549	2022-07-02	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."		
DC_INS_MPX_0984_L	OP837476	2022-09-20	2022-11-16	IIb	South America	Homo sapiens	Colombia	Older	B.1.6	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."		
LIM-INS-012	OP320552	2022-07-06	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."	1.00	1.00
LIM-INS-015	OP320550	2022-07-09	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."		
LIM-INS-018	OP320551	2022-07-09	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."		
LIM-INS008	OP320548	2022-07-01	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."		
LIM-INS-021	OP320555	2022-07-09	2022-08-29	IIb	South America	Homo sapiens	Peru	Older	B.1.6	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."		
LIM-INS-003	OP289783	2022-06-27	2022-08-24	IIb	South America	Homo sapiens	Peru	Older	B.1.6	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Mestanza,O., Lope,P., Nunez,A."		
ANT-LDSP-ANT-MPX-24947E	OP642401	2022-09-12	2022-10-17	IIb	South America		Colombia	Older	B.1.6	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		
ANT-LDSP-ANT-MPX-25258C	OP642404	2022-09-13	2022-10-17	IIb	South America		Colombia	Older	B.1.6	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		
MPXV_USA_2022_CO0003	OP185714	2022-06-27	2022-08-10	IIb	North America	Homo sapiens	USA	Older	B.1.4	"Gigante,C.M., Steidley,B., Seabolt,M.H., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Davizon,E.S., Li,Y."	0.50	0.67
MPXV/Human/USA/CA-LACPHL-MA00343/2022	OP920681	2022-11-10	2022-11-30	IIb	North America	Homo sapiens	USA	One month ago	B.1.4	"Hemarajata,P., Green,N.M., Garrigues,J."	0.50	1.00
MpxV/human/USA/WA-UW-092113/2022	OP681777	2022-09-18	2022-10-19	IIb	North America	Homo sapiens	USA	Older	B.1.4	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."	1.00	0.50
MpxV/human/CAN/UN-NML-3253/2022	ON880532	2022-05-30	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J."		
MpxV/human/CAN/UN-NML-2833/2022	ON880519	2022-05-13	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J."		
MpxV/human/CAN/UN-NML-4119/2022	OP279049	2022-07-04	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."		
MpxV/human/CAN/UN-NML-4142/2022	OP279044	2022-07-02	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."		
MpxV/human/CAN/UN-NML-4122/2022	OP279040	2022-07-03	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."	1.00	1.00
MpxV/human/CAN/UN-NML-4152/2022	OP279047	2022-07-04	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."		
MpxV/human/CAN/UN-NML-3214/2022	ON880511	2022-05-30	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."		
MpxV/human/CAN/UN-NML-4094/2022	OP279033	2022-07-06	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."	1.00	1.00
MpxV/human/CAN/UN-NML-3558/2022	ON983164	2022-06-09	2022-07-14	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R."	1.00	1.00
MpxV/human/CAN/UN-NML-3412/2022	ON880514	2022-06-04	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."		
MpxV/human/CAN/UN-NML-3407/2022	ON880513	2022-06-04	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."		
hMpxV/UK/LMO-010a/2022	OP390189	2022-06-21	2022-09-08	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.4	"McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E."	1.00	1.00
MpxV/human/CAN/UN-NML-4103/2022	OP279035	2022-07-04	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."		
MpxV/human/CAN/UN-NML-4144/2022	OP279045	2022-07-04	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."	1.00	1.00
MpxV/human/CAN/UN-NML-3467/2022	ON880515	2022-06-02	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."		
MpxV/human/CAN/UN-NML-4097/2022	OP279034	2022-07-04	2022-08-23	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."	1.00	1.00
MpxV/human/CAN/UN-NML-3193/2022	ON880510	2022-05-31	2022-06-30	IIb	North America	Homo sapiens	Canada	Older	B.1.4	"Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."		
MPXV/Germany/2022/RKI236	OP215260	2022-08-01	2022-08-17	IIb	Europe	Homo sapiens	Germany	Older	B.1	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
MPXV_USA_2022_TX0019	OP450985	2022-06-01	2022-09-16	IIb	North America	Homo sapiens	USA	Older	B.1.10	"Gigante,C.M., Kubin,G., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., White,S.L., Li,Y."		
MpxV/Spain/MD-HGUGM-6513479/2022	ON720848	2022-05-27	2022-06-09	IIb	Europe	Homo sapiens	Spain	Older	B.1.10	"Buenestado-Serrano,S., Palomino-Cabrera,R., Penas-Utrilla,D., Rodriguez-Grande,J., Sola Campoy,P., Perez-Lago,L., Rodriguez-Grande,C., Herranz Martin,M., Suarez,J., Catalan,P., Munoz,P., Garcia de Viedma,D."		1.00
B969965re	OP531895	2022-07-18	2022-09-26	IIb	North America	Homo sapiens	USA	Older	B.1.10	"Bajwa,M.I., Miller,H."	1.00	1.00
hMPXV-IHU00012	OP382489	2022-07-19	2022-09-07	IIb	Europe	Homo sapiens	France	Older	B.1.10	"Colson,P."	1.00	1.00
MPXV/Germany/2022/ON/RKI511	OP689664	2022-10-01	2022-10-20	IIb	Europe	Homo sapiens	Germany	Older	B.1.10	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	0.50	1.00
INS-MPXV-0015-L1	OP295382	2022-07-21	2022-08-25	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	"Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A.C., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M."		
ANT-LDSP-ANT-MPX-23651-L	OP459216	2022-08-30	2022-09-19	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		
ANT-LDSP-ANT-MPX-23551-O	OP459209	2022-08-29	2022-09-19	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		
ANT-LDSP-ANT-MPX-25458E	OP642418	2022-09-14	2022-10-17	IIb	South America		Colombia	Older	B.1.10	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."	1.00	1.00
ANT-LDSP-ANT-MPX-26237E	OP881930	2022-09-26	2022-11-23	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		
ANT-LDSP-ANT-MPX-22769-L	OP431401	2022-08-17	2022-09-14	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		
ANT-LDSP-ANT-MPX-26261O	OP881936	2022-09-26	2022-11-23	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."	1.00	1.00
ANT-LDSP-ANT-MPX-24915-L	OP642388	2022-09-09	2022-10-17	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		
ANT_INS_MPX_0024_L	OP693650	2022-08-07	2022-10-21	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	"Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M."	1.00	1.00
ANT-LDSP-ANT-MPX-22815-L	OP477444	2022-08-18	2022-09-20	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		
ANT-LDSP-ANT-MPX-23266	OP477457	2022-08-23	2022-09-20	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		
ANT-LDSP-ANT-MPX-22607-L	OP431397	2022-08-16	2022-09-14	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		
SUC-UNIMOL-MPX-293401-L	OP959057	2022-11-10	2022-12-06	IIb	South America	Homo sapiens	Colombia	One month ago	B.1.10	"Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D."	1.00	1.00
QUI_INS_MPX_0967_L	OP819958	2022-10-15	2022-11-14	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."		
ANT-LDSP-ANT-MPX-23062-L	OP477447	2022-08-22	2022-09-20	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		
ANT-LDSP-ANT-MPX-24717-L	OP642373	2022-09-08	2022-10-17	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		
ANT-LDSP-ANT-MPX-24713-L	OP642379	2022-09-08	2022-10-17	IIb	South America	Homo sapiens	Colombia	Older	B.1.10	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		
MPXV/Germany/2022/RKI049	ON755255	2022-06-24	2022-06-14	IIb	Europe	Homo sapiens	Germany	Older	B.1.7	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
MPXV_UK_2022_9000064	OP205070	2022-06-06	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		
MPX_bSkpM3_9000334	OP415272	2022-08-28	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."	0.33	0.75
MPXV/Germany/2022/ON/RKI458	OP615340	2022-09-06	2022-10-12	IIb	Europe	Homo sapiens	Germany	Older	B.1.7	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
MPXV_USA_2022_IL0044	OP303790	2022-06-01	2022-08-26	IIb	North America	Homo sapiens	USA	Older	B.1.7	"Gigante,C.M., Ghinai,I., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Kerins,J., Li,Y."		
MPX_Yob5K4_9000202	OP415183	2022-07-14	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."	1.00	1.00
NJ-MPXV-024	OP879742	2022-07-08	2022-11-22	IIb	North America	Homo sapiens	USA	Older	B.1.7	"Palmateer,N.C."		
MPXV_USA_2022_NY0029	OP687939	2022-07-08	2022-10-20	IIb	North America	Homo sapiens	USA	Older	B.1.7	"Gigante,C.M., Ruiz,V., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Morrison,S.S., Seabolt,M.H., Weigand,M.R., Knipe,K., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Wang,J., Li,Y."		
MPXV/Germany/2022/RKI537	OP715817	2022-06-30	2022-10-25	IIb	Europe	Homo sapiens	Germany	Older	B.1.7	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
MPXV_UK_2022_9000065	OP205071	2022-06-06	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		
MPXV/Germany/2022/RKI165	ON959153	2022-07-01	2022-07-11	IIb	Europe	Homo sapiens	Germany	Older	B.1.7	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."	1.00	1.00
PrEV_case_2	OP727822	2022-10-02	2022-10-27	IIb	Europe	Homo sapiens	Belgium	Older	B.1.7	"Berens-Riha,N., De Block,T., Rutgers,J., Van Gestel,L., Hens,M., Kenyon,C., Soentjens,P., Van Griensven,J., Brosius,I., Arien,K., Van Esbroeck,M., Rezende,A.M., Vercauteren,K."	1.00	0.86
Monkeypox/PT0380/2022	OP555476	2022-07-13	2022-09-30	IIb	Europe	Homo sapiens	Portugal	Older	B.1.7	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."	1.00	1.00
MPXV_USA_2022_MD0006	OP881948	2022-08-02	2022-11-23	IIb	North America	Homo sapiens	USA	Older	B.1.7	"Gigante,C., Myers,R., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Blythe,D., Li,Y."	1.00	1.00
MPXV/Human/USA/UT-UPHL-82200236/2022	OP743366	2022-08-05	2022-10-31	IIb	North America	Homo sapiens	USA	Older	B.1.7	"Iverson,T., Oakeson,K.F., Young,E.L., Wagner,J., Hergert,J."		1.00
MPXV_UK_2022_9000131	OP205098	2022-07-05	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."	1.00	1.00
PatientMPXV	OP204840	2022-06-10	2022-08-23	IIb	Europe	Homo sapiens	France	Older	B.1.7	"Seang,S., Burrel,S., Todesco,E., Leducq,V., Monsel,G., Le Pluart,D., Cordevant,C., Pourcher,V., Palich,R., Charpentier,C."	1.00	1.00
Monkeypox/PT0216/2022	OP324526	2022-06-24	2022-08-29	IIb	Europe	Homo sapiens	Portugal	Older	B.1.7	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."	1.00	1.00
Monkeypox/PT0179/2022	OP324494	2022-06-30	2022-08-29	IIb	Europe	Homo sapiens	Portugal	Older	B.1.7	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."	1.00	1.00
MPXV_UK_2022_9000093	OP205084	2022-05-30	2022-08-11	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."	1.00	1.00
MPX_K1dQNt_9000223	OP415199	2022-07-01	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1.00
MPX_dlHLXa_9000261	OP415230	2022-08-01	2022-09-12	IIb	Europe	Homo sapiens	United Kingdom	Older	B.1.7	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."	1.00	1.00
